key,description
API_ACCOUNTS.ACC_RATE_CHG_FREQ_TYPE_CD,ACC_RATE_CHG_FREQ_TYPE_CD Reference key to lookup rate change frequency type such as MONTHLY QUARTERLY etc and it is used for converting accounts from other system
API_ACCOUNTS.ACC_RATE_EFFECTIVE_CUR,ACC_RATE_EFFECTIVE_CUR Stores the current effective rate
API_ACCOUNTS.ACC_MRATE_EFFECTIVE_CUR,ACC_MRATE_EFFECTIVE_CUR Stores the current effective margin rate
API_ACCOUNTS.ACC_INDEX_RATE_EFFECTIVE_CUR,ACC_INDEX_RATE_EFFECTIVE_CUR Stores the current effective index rate
API_ACCOUNTS.ACC_TIME_ZONE_CD,ACC_TIME_ZONE_CD Stores the Time Zone Code. This is used for Conversion of data from other system
API_ACCOUNTS.ACC_TOTAL_DISCOUNT_RATE,ACC_TOTAL_DISCOUNT_RATE Stores the Total Discount Rate. This is used for Conversion of data from other system
API_ACCOUNTS.ACC_REPMT_FIXED_PRINCIPAL_AMT,ACC_REPMT_FIXED_PRINCIPAL_AMT Stores Principal Amount calculated
API_ACCOUNTS.ACC_EXTEND_BALLOON_TERM_MAX,ACC_EXTEND_BALLOON_TERM_MAX Stores the maximum Extendable Balloon term
API_ACCOUNTS.ACC_LOAN_CUR_CURRENCY_CODE,ACC_LOAN_CUR_CURRENCY_CODE Reference key to Currency  Loan Currency
API_ACCOUNTS.ACC_RPMT_CUR_CURRENCY_CODE_CUR,ACC_RPMT_CUR_CURRENCY_CODE_CUR Reference key to Currency  Repayment Currency (Current)
API_ACCOUNTS.ACC_AMT_PD_IN_EXCESS,ACC_AMT_PD_IN_EXCESS Stores information on Amount paid in Excess
API_ACCOUNTS.ACC_ACH_FEE_IND,ACC_ACH_FEE_IND ACH fee indicator
API_ACCOUNTS.ACC_PMT_MAX_INCREASE_YEAR,ACC_PMT_MAX_INCREASE_YEAR Payment max increase year
API_ACCOUNTS.ACC_PMT_MAX_INCREASE_LIFE,ACC_PMT_MAX_INCREASE_LIFE Payment max increase life
API_ACCOUNTS.ACC_PMT_START_OF_YEAR,ACC_PMT_START_OF_YEAR Payment start of the year
API_ACCOUNTS.ACC_AAG_START_DT,ACC_AAG_START_DT Plan arrangement start date
API_ACCOUNTS.ACC_AAG_END_DT,ACC_AAG_END_DT Plan arrangement end date
API_ACCOUNTS.ACC_AAG_IND,ACC_AAG_IND Plan arrangement indicator
API_ACCOUNTS.ACC_SIGNING_DT,ACC_SIGNING_DT Account signing date
API_ACCOUNTS.ACC_PROBABLE_DELIVERY_DT,ACC_PROBABLE_DELIVERY_DT Accounts probable delivery date
API_ACCOUNTS.ACC_RENTAL_FEE,ACC_RENTAL_FEE Rental fee
API_ACCOUNTS.ACC_RESIDUAL_DAYS,ACC_RESIDUAL_DAYS Residual days
API_ACCOUNTS.ACC_PROM_PROFIT_RATE,ACC_PROM_PROFIT_RATE Promotional profit rate
API_ACCOUNTS.ACC_STOP_ACCRUAL_DAYS,ACC_STOP_ACCRUAL_DAYS Stop Accrual Days for accounts
API_ACCOUNTS.ACC_LIAB_NBR,ACC_LIAB_NBR Liability number for accounts
API_ACCOUNTS.ACC_POOL_CODE,ACC_POOL_CODE Pool code for the account
API_ACCOUNTS.ACC_LINE_CODE,ACC_LINE_CODE The   line code for accounts
API_ACCOUNTS.ACC_LINE_SERIAL_NO,ACC_LINE_SERIAL_NO Line Serial Number for accounts
API_ACCOUNTS.ACC_UTILIZATION_REF_NBR,ACC_UTILIZATION_REF_NBR Utilization Reference number  for  account
API_ACCOUNTS.ACC_DIRECT_DISB_MODE_CD,ACC_DIRECT_DISB_MODE_CD Reference key to lookup  account  direct disbursement mode code for accounts
API_ACCOUNTS.ACC_DIRECT_DISB_CASA_ACC_NBR,ACC_DIRECT_DISB_CASA_ACC_NBR Direct disbursement casa  account number for accounts
API_ACCOUNTS.ACC_SUBUNIT_CD,ACC_SUBUNIT_CD Stores the Sale transfer Sub Unit Code
API_ACCOUNTS.ACC_SCRA_IND,ACC_SCRA_IND Stores the SCRA indicator
API_ACCOUNTS.ACC_RATE_LAST,ACC_RATE_LAST Stores the last rate
API_ACCOUNTS.ACC_CRB_FULL_PMT_HISTORY,ACC_CRB_FULL_PMT_HISTORY Complete credit bureau payment rating history
API_ACCOUNTS.ACC_RAT_RUN_DT_NEXT,ACC_RAT_RUN_DT_NEXT Next run date of rate change processing
API_ACCOUNTS.ACC_RATE_START_OF_YEAR,ACC_RATE_START_OF_YEAR Rate at the beginning of the year
API_ACCOUNTS.ACC_CHGOFF_AMT,ACC_CHGOFF_AMT Total charged off amount
API_ACCOUNTS.ACC_DDT_RUN_DT_LAST,ACC_DDT_RUN_DT_LAST Effective date of last billing date
API_ACCOUNTS.ACC_CRB_FIRST_DLQ_DT,ACC_CRB_FIRST_DLQ_DT Date on which the account went delinquent for the first time
API_ACCOUNTS.ACC_CLOSE_DT,ACC_CLOSE_DT Date on which account was closed
API_ACCOUNTS.ACC_OPEN_IND,ACC_OPEN_IND Indicates whether the account is open or closed
API_ACCOUNTS.ACC_INDEX_RATE,ACC_INDEX_RATE Index rate(Original)
API_ACCOUNTS.ACC_MRATE,ACC_MRATE Margin rate(Original)
API_ACCOUNTS.ACC_ACCRUAL_DT_START,ACC_ACCRUAL_DT_START Date on which interest accrual date starts
API_ACCOUNTS.ACC_APP_ORIG_SYS_XREF,ACC_APP_ORIG_SYS_XREF Reference key to application id of legacy system
API_ACCOUNTS.ACC_OPEN_IND,ACC_OPEN_IND Indicates whether the account is open or closed
API_ACCOUNTS.ACC_STATUS_CD,ACC_STATUS_CD The status of the account such as ACTIVE  CHGOFF  PAID
API_ACCOUNTS.ACC_EFFECTIVE_DT,ACC_EFFECTIVE_DT The date on which the account become effective
API_ACCOUNTS.ACC_RATE_START_OF_YEAR,ACC_RATE_START_OF_YEAR Rate at the beginning of the year
API_ACCOUNTS.ACC_TERM_CUR,ACC_TERM_CUR Term of the contract(Current)
API_ACCOUNTS.ACC_TERM_PD,ACC_TERM_PD Term paid
API_ACCOUNTS.ACC_MATURITY_DT_CUR,ACC_MATURITY_DT_CUR The date on which the account would mature(Current)
API_ACCOUNTS.ACC_BALLOON_AMT_CUR,ACC_BALLOON_AMT_CUR Current balloon payment amount
API_ACCOUNTS.ACC_ACCRUAL_DT_START,ACC_ACCRUAL_DT_START Date on which interest accrual date starts
API_ACCOUNTS.ACC_ACCRUAL_DT_LAST,ACC_ACCRUAL_DT_LAST The date on which last interest accrual was done
API_ACCOUNTS.ACC_ACCRUAL_STOP_IND,ACC_ACCRUAL_STOP_IND Indicates whether accrual has been stopped
API_ACCOUNTS.ACC_EXTN_COUNT_YEAR,ACC_EXTN_COUNT_YEAR Number of extensions given in a year
API_ACCOUNTS.ACC_EXTN_COUNT_LIFE,ACC_EXTN_COUNT_LIFE Number of extensions given in the life of the account
API_ACCOUNTS.ACC_EXTN_TERM_YEAR,ACC_EXTN_TERM_YEAR Number of cycles extended  in a year
API_ACCOUNTS.ACC_EXTN_TERM_LIFE,ACC_EXTN_TERM_LIFE Number of cycles extended in the life of the account
API_ACCOUNTS.ACC_EXTN_DT_LAST,ACC_EXTN_DT_LAST The date on which last extension was given
API_ACCOUNTS.ACC_ADV_DT_LAST,ACC_ADV_DT_LAST The date on which last advance was given
API_ACCOUNTS.ACC_PMT_DT_LAST,ACC_PMT_DT_LAST The date on which last payment was received
API_ACCOUNTS.ACC_PMT_AMT_LAST,ACC_PMT_AMT_LAST The amount of the last payment received
API_ACCOUNTS.ACC_LAST_ACTIVITY_DT,ACC_LAST_ACTIVITY_DT The date on which last activity was performed on an account
API_ACCOUNTS.ACC_CLOSE_DT,ACC_CLOSE_DT Date on which account was closed
API_ACCOUNTS.ACC_RATE_CUR,ACC_RATE_CUR The contract rate(Current)
API_ACCOUNTS.ACC_PMT_AMT_CUR,ACC_PMT_AMT_CUR Payment amount(Current)
API_ACCOUNTS.ACC_ACH_IND_CUR,ACC_ACH_IND_CUR Indicates whether the account has been setup for ACH (Current)
API_ACCOUNTS.ACC_ACH_BANK_NAME_CUR,ACC_ACH_BANK_NAME_CUR The name of the ACH bank of the customer (Current)
API_ACCOUNTS.ACC_ACH_BANK_ROUTING_NBR_CUR,ACC_ACH_BANK_ROUTING_NBR_CUR The 9-digit ABA number of the ACH bank of the customer. (Current)
API_ACCOUNTS.ACC_ACH_ACCOUNT_TYPE_CD_CUR,ACC_ACH_ACCOUNT_TYPE_CD_CUR Reference key to lookup ACH account type such as checking saving etc (Current)
API_ACCOUNTS.ACC_ACH_ACCOUNT_NBR_CUR,ACC_ACH_ACCOUNT_NBR_CUR The account number of the bank for ACH transaction (Current)
API_ACCOUNTS.ACC_ACH_PMT_DAY_CUR,ACC_ACH_PMT_DAY_CUR The day on which debit to ACH will occur (Current)
API_ACCOUNTS.ACC_ACH_PMT_AMT_CUR,ACC_ACH_PMT_AMT_CUR Amount of payment used in ACH transaction. (Current)
API_ACCOUNTS.ACC_ACH_PMT_FREQ_CD_CUR,ACC_ACH_PMT_FREQ_CD_CUR Reference key to lookup ACH payment frequency such as weekly monthly etc (Current)
API_ACCOUNTS.ACC_ACH_START_DT_CUR,ACC_ACH_START_DT_CUR The date on which ACH processing started (Current)
API_ACCOUNTS.ACC_ACH_PROCESS_DT_NEXT,ACC_ACH_PROCESS_DT_NEXT The date on which last ACH processing was done
API_ACCOUNTS.ACC_DUE_DAY_CUR,ACC_DUE_DAY_CUR The current due day of the account
API_ACCOUNTS.ACC_INT_ACCRUED_AMT,ACC_INT_ACCRUED_AMT Total amount of interest accrued
API_ACCOUNTS.ACC_DUE_DT1,ACC_DUE_DT1 1 cycle old due date
API_ACCOUNTS.ACC_DUE_DT2,ACC_DUE_DT2 2 cycle old due date
API_ACCOUNTS.ACC_DUE_DT3,ACC_DUE_DT3 3 cycle old due date
API_ACCOUNTS.ACC_DUE_DT4,ACC_DUE_DT4 4 cycle old due date
API_ACCOUNTS.ACC_DUE_DT5,ACC_DUE_DT5 5 cycle old due date
API_ACCOUNTS.ACC_DUE_AMT1,ACC_DUE_AMT1 1 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT2,ACC_DUE_AMT2 2 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT3,ACC_DUE_AMT3 3 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT4,ACC_DUE_AMT4 4 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT5,ACC_DUE_AMT5 5 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT_PD1,ACC_DUE_AMT_PD1 1 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD2,ACC_DUE_AMT_PD2 2 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD3,ACC_DUE_AMT_PD3 3 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD4,ACC_DUE_AMT_PD4 4 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD5,ACC_DUE_AMT_PD5 5 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD_EXCESS,ACC_DUE_AMT_PD_EXCESS Total amount paid against future due dates
API_ACCOUNTS.ACC_DUE_CAT1,ACC_DUE_CAT1 Enter the delinquency category of 1 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT2,ACC_DUE_CAT2 Enter the delinquency category of 2 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT3,ACC_DUE_CAT3 Enter the delinquency category of 3 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT4,ACC_DUE_CAT4 Enter the delinquency category of 4 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT5,ACC_DUE_CAT5 Enter the delinquency category of 5 cycle old due date
API_ACCOUNTS.ACC_DUE_DT_NEXT,ACC_DUE_DT_NEXT The date on which the next payment is due
API_ACCOUNTS.ACC_DLQ_IND,ACC_DLQ_IND Indicates whether the account is delinquent
API_ACCOUNTS.ACC_DLQ_DT,ACC_DLQ_DT The date on which the account went delinquent
API_ACCOUNTS.ACC_DLQ_COUNT1_LIFE_CONV,ACC_DLQ_COUNT1_LIFE_CONV The number of times account is delinquent for 30 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT2_LIFE_CONV,ACC_DLQ_COUNT2_LIFE_CONV The number of times account is delinquent for 60 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT3_LIFE_CONV,ACC_DLQ_COUNT3_LIFE_CONV The number of times account is delinquent for 90 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT4_LIFE_CONV,ACC_DLQ_COUNT4_LIFE_CONV The number of times account is delinquent for 120 days or more for conversion
API_ACCOUNTS.ACC_DLQ_NEXT_FOLLOWUP_DT,ACC_DLQ_NEXT_FOLLOWUP_DT The date on which delinquency followup is scheduled
API_ACCOUNTS.ACC_BKRP_IND,ACC_BKRP_IND Indicates whether the account is in bankruptcy
API_ACCOUNTS.ACC_BKRP_TYPE_CD,ACC_BKRP_TYPE_CD Reference key to lookup bankruptcy type such as chapter 7 11 13
API_ACCOUNTS.ACC_BKRP_DISPOSITION_CD,ACC_BKRP_DISPOSITION_CD Reference key to lookup bankruptcy disposition
API_ACCOUNTS.ACC_BKRP_NEXT_FOLLOWUP_DT,ACC_BKRP_NEXT_FOLLOWUP_DT The date on which next followup is scheduled
API_ACCOUNTS.ACC_BKRP_DT,ACC_BKRP_DT The date on which bankruptcy was filed
API_ACCOUNTS.ACC_BKRP_COMMENT,ACC_BKRP_COMMENT A user defined comment for bankruptcy
API_ACCOUNTS.ACC_REPO_FORC_IND,ACC_REPO_FORC_IND Indicates whether the account is repossessed
API_ACCOUNTS.ACC_REPO_FORC_NEXT_FOLLOWUP_DT,ACC_REPO_FORC_NEXT_FOLLOWUP_DT The date on which next repo or foreclosure followup is scheduled
API_ACCOUNTS.ACC_CHGOFF_IND,ACC_CHGOFF_IND Indicates whether the account is Charged off
API_ACCOUNTS.ACC_CHGOFF_TYPE_CD,ACC_CHGOFF_TYPE_CD Reference key to lookup charged off type
API_ACCOUNTS.ACC_CHGOFF_DISPOSITION_CD,ACC_CHGOFF_DISPOSITION_CD Reference key to lookup charged off disposition
API_ACCOUNTS.ACC_CHGOFF_NEXT_FOLLOWUP_DT,ACC_CHGOFF_NEXT_FOLLOWUP_DT The date on which next deficiency followup is scheduled
API_ACCOUNTS.ACC_CHGOFF_DT,ACC_CHGOFF_DT The date on which account was Charged off or deficiency was established
API_ACCOUNTS.ACC_CHGOFF_AMT,ACC_CHGOFF_AMT Total charged off amount
API_ACCOUNTS.ACC_CHGOFF_COMMENT,ACC_CHGOFF_COMMENT A user defined comment for Charged off account
API_ACCOUNTS.ACC_PDOFF_DT,ACC_PDOFF_DT The date on which the account was paid off
API_ACCOUNTS.ACC_POO_POOL,ACC_POO_POOL Reference key to pool
API_ACCOUNTS.ACC_CRB_FIRST_DLQ_DT,ACC_CRB_FIRST_DLQ_DT Date on which the account went delinquent for the first time
API_ACCOUNTS.ACC_CRB_PMT_HISTORY_DT,ACC_CRB_PMT_HISTORY_DT Enter the payment history date for credit bureau reporting.
API_ACCOUNTS.ACC_RAT_RUN_DT_NEXT,ACC_RAT_RUN_DT_NEXT Next run date of rate change processing
API_ACCOUNTS.ACC_DDT_RUN_DT_LAST,ACC_DDT_RUN_DT_LAST Effective date of last billing date
API_ACCOUNTS.ACC_COMP_INT_AMT_EARNED,ACC_COMP_INT_AMT_EARNED Total interest amount earned
API_ACCOUNTS.ACC_COMP_AMT_EARNED,ACC_COMP_AMT_EARNED Compensation amount earned
API_ACCOUNTS.ACC_COMP_AMT_PD,ACC_COMP_AMT_PD Total compensation amount paid
API_ACCOUNTS.ACC_COMP_AMT_WRITEOFF,ACC_COMP_AMT_WRITEOFF Total compensation amount written off
API_ACCOUNTS.ACC_COMP_NEXT_PMT_DT,ACC_COMP_NEXT_PMT_DT The date on which next compensation payment is scheduled
API_ACCOUNTS.ACC_COMP_LAST_PMT_DT,ACC_COMP_LAST_PMT_DT The date on which last compensation payment was paid
API_ACCOUNTS.ACC_CHBK_AMT,ACC_CHBK_AMT Total amount of chargeback amount
API_ACCOUNTS.ACC_INDEX_TYPE_CD_CUR,ACC_INDEX_TYPE_CD_CUR Reference key to lookup index type(Current)
API_ACCOUNTS.ACC_INDEX_RATE_CUR,ACC_INDEX_RATE_CUR Index rate(Current)
API_ACCOUNTS.ACC_MRATE_CUR,ACC_MRATE_CUR The margin rate(Current)
API_ACCOUNTS.ACC_CR_LMT_CUR,ACC_CR_LMT_CUR Credit limit(Current)
API_ACCOUNTS.ACC_CR_HOLD,ACC_CR_HOLD Credit limit on hold
API_ACCOUNTS.ACC_CR_SUSPENDED,ACC_CR_SUSPENDED Suspended credit limit
API_ACCOUNTS.ACC_CR_CONSUMED,ACC_CR_CONSUMED Consumed credit limit
API_ACCOUNTS.ACC_CR_OVERLMT_COUNT_YEAR,ACC_CR_OVERLMT_COUNT_YEAR Number of times credit overlimit in this year of the account
